Condition	Video	Date	Time	Time_2
B	E04B-0157	08/09/2017	12:00:00	0.5
B	E04B-0160	08/09/2017	12:39:00	0.527083333
B	E04B-0163	08/09/2017	13:18:00	0.554166667
B	E04B-0165	08/09/2017	13:50:00	0.576388889
B	E04B-0168	08/09/2017	14:32:00	0.605555556
B	E04B-0170	08/09/2017	15:04:00	0.627777778
B	E04B-0176	08/09/2017	16:35:00	0.690972222
B	E04B-0179	08/09/2017	17:47:00	0.740972222
B	E04B-0180	09/09/2017	7:08:00	0.297222222
B	E04B-0181	09/09/2017	8:09:00	0.339583333
B	E04B-0182	09/09/2017	9:46:00	0.406944444
B	E04B-0187	09/09/2017	10:51:00	0.452083333
B	E04B-0191	09/09/2017	11:27:00	0.477083333
B	E04B-0196	09/09/2017	12:01:00	0.500694444
B	E04B-0203	09/09/2017	12:45:00	0.53125
B	E04B-0211	09/09/2017	13:17:00	0.553472222
B	E04B-0218	09/09/2017	14:00:00	0.583333333
B	E04B-0225	09/09/2017	14:48:00	0.616666667
B	E04B-0240	09/09/2017	16:43:00	0.696527778
B	E04B-0250	10/09/2017	7:02:00	0.293055556
B	E04B-0252	10/09/2017	9:21:00	0.389583333
B	E04B-0254	10/09/2017	10:25:00	0.434027778
B	E04B-0255	10/09/2017	10:56:00	0.455555556
B	E04B-0257	10/09/2017	11:34:00	0.481944444
B	E04B-0260	10/09/2017	12:46:00	0.531944444
B	E04B-0261	10/09/2017	13:19:00	0.554861111
B	E04B-0263	10/09/2017	14:19:00	0.596527778
B	E04B-0265	10/09/2017	16:21:00	0.68125
B	E04B-0266	11/09/2017	7:08:00	0.297222222
B	E04B-0267	11/09/2017	8:45:00	0.364583333
B	E04B-0268	11/09/2017	9:46:00	0.406944444
B	E04B-0269	11/09/2017	10:17:00	0.428472222
B	E04B-0270	11/09/2017	11:26:00	0.476388889
B	E04B-0272	11/09/2017	12:04:00	0.502777778
B	E04B-0276	11/09/2017	14:22:00	0.598611111
B	E04B-0279	11/09/2017	15:24:00	0.641666667
B	E04B-0281	11/09/2017	16:10:00	0.673611111
B	E04B-0284	11/09/2017	17:06:00	0.7125
B	E04B-0287	11/09/2017	17:57:00	0.747916667
B	E04B-0289	12/09/2017	6:47:00	0.282638889
B	E04B-0290	12/09/2017	7:31:00	0.313194444
B	E04B-0291	12/09/2017	9:31:00	0.396527778
B	E04B-0294	12/09/2017	10:33:00	0.439583333
B	E04B-0300	12/09/2017	11:10:00	0.465277778
B	E04B-0305	12/09/2017	11:46:00	0.490277778
B	E04B-0311	12/09/2017	12:24:00	0.516666667
B	E04B-0314	12/09/2017	13:09:00	0.547916667
B	E04B-0317	12/09/2017	13:46:00	0.573611111
B	E04B-0322	12/09/2017	14:17:00	0.595138889
B	E04B-0328	12/09/2017	15:13:00	0.634027778
B	E04B-0330	12/09/2017	15:45:00	0.65625
B	E04B-0331	12/09/2017	16:24:00	0.683333333
B	E04B-0333	13/09/2017	8:28:00	0.352777778
B	E04B-0334	13/09/2017	9:33:00	0.397916667
B	E04B-0335	13/09/2017	13:25:00	0.559027778
B	E04B-0336	13/09/2017	14:33:00	0.60625
B	E04B-0338	14/09/2017	6:50:00	0.284722222
B	E04B-0341	14/09/2017	8:17:00	0.345138889
B	E04B-0342	14/09/2017	9:16:00	0.386111111
B	E04B-0348	14/09/2017	9:50:00	0.409722222
B	E04B-0351	14/09/2017	10:26:00	0.434722222
B	E04B-0354	14/09/2017	10:58:00	0.456944444
B	E04B-0360	14/09/2017	11:38:00	0.484722222
B	E04B-0367	14/09/2017	12:13:00	0.509027778
B	E04B-0371	14/09/2017	12:49:00	0.534027778
B	E04B-0374	14/09/2017	13:26:00	0.559722222
B	E04B-0376	14/09/2017	14:07:00	0.588194444
B	E04B-0378	14/09/2017	14:40:00	0.611111111
B	E04B-0383	14/09/2017	15:26:00	0.643055556
B	E04B-0392	14/09/2017	16:42:00	0.695833333
B	E04B-0395	14/09/2017	17:26:00	0.726388889
B	E04B-0399	14/09/2017	18:11:00	0.757638889
B	E04B-0402	15/09/2017	7:11:00	0.299305556
B	E04B-0403	15/09/2017	8:34:00	0.356944444
B	E04B-0404	15/09/2017	9:15:00	0.385416667
B	E04B-0406	15/09/2017	9:52:00	0.411111111
B	E04B-0409	15/09/2017	10:24:00	0.433333333
B	E04B-0413	15/09/2017	11:01:00	0.459027778
B	E04B-0417	15/09/2017	11:40:00	0.486111111
B	E04B-0422	15/09/2017	12:11:00	0.507638889
B	E04B-0427	15/09/2017	12:47:00	0.532638889
B	E04B-0435	15/09/2017	13:31:00	0.563194444
B	E04B-0443	15/09/2017	14:32:00	0.605555556
B	E04B-0445	15/09/2017	15:15:00	0.635416667
B	E04B-0447	15/09/2017	16:05:00	0.670138889
B	E04B-0449	15/09/2017	16:40:00	0.694444444
B	E04B-0454	16/09/2017	6:51:00	0.285416667
B	E04B-0456	16/09/2017	8:31:00	0.354861111
B	E04B-0457	16/09/2017	9:30:00	0.395833333
B	E04B-0460	16/09/2017	10:09:00	0.422916667
B	E04B-0462	16/09/2017	10:41:00	0.445138889
B	E04B-0466	16/09/2017	11:18:00	0.470833333
B	E04B-0470	16/09/2017	11:58:00	0.498611111
B	E04B-0474	16/09/2017	12:32:00	0.522222222
B	E04B-0477	16/09/2017	13:05:00	0.545138889
B	E04B-0481	16/09/2017	13:38:00	0.568055556
B	E04B-0485	16/09/2017	14:21:00	0.597916667
B	E04B-0521	16/09/2017	15:56:00	0.663888889
B	E04B-0532	16/09/2017	16:47:00	0.699305556
B	E04B-0536	17/09/2017	7:14:00	0.301388889
B	E04B-0539	17/09/2017	8:31:00	0.354861111
B	E04B-0541	17/09/2017	9:06:00	0.379166667
B	E04B-0543	17/09/2017	9:50:00	0.409722222
B	E04B-0546	17/09/2017	10:26:00	0.434722222
B	E04B-0550	17/09/2017	11:03:00	0.460416667
B	E04B-0554	17/09/2017	11:42:00	0.4875
B	E04B-0557	17/09/2017	12:16:00	0.511111111
B	E04B-0562	17/09/2017	12:51:00	0.535416667
B	E04B-0566	17/09/2017	13:26:00	0.559722222
B	E04B-0569	17/09/2017	14:02:00	0.584722222
B	E04B-0571	17/09/2017	14:45:00	0.614583333
B	E04B-0574	17/09/2017	15:30:00	0.645833333
B	E04B-0577	17/09/2017	16:34:00	0.690277778
B	E04B-0580	18/09/2017	6:48:00	0.283333333
B	E04B-0581	18/09/2017	7:30:00	0.3125
B	E04B-0583	18/09/2017	8:19:00	0.346527778
B	E04B-0584	18/09/2017	9:23:00	0.390972222
B	E04B-0585	18/09/2017	9:55:00	0.413194444
B	E04B-0587	18/09/2017	10:26:00	0.434722222
B	E04B-0590	18/09/2017	11:05:00	0.461805556
B	E04B-0594	18/09/2017	11:41:00	0.486805556
B	E04B-0596	18/09/2017	12:16:00	0.511111111
B	E04B-0598	18/09/2017	12:49:00	0.534027778
B	E04B-0601	18/09/2017	13:34:00	0.565277778
B	E04B-0603	18/09/2017	14:18:00	0.595833333
B	E04B-0605	18/09/2017	15:14:00	0.634722222
B	E04B-0606	18/09/2017	16:29:00	0.686805556
B	E04B-0607	18/09/2017	17:39:00	0.735416667
B	E04B-0609	19/09/2017	7:31:00	0.313194444
B	E04B-0610	19/09/2017	8:04:00	0.336111111
B	E04B-0613	19/09/2017	8:59:00	0.374305556
B	E04B-0614	19/09/2017	11:00:00	0.458333333
B	E04B-0615	19/09/2017	11:38:00	0.484722222
B	E04B-0617	19/09/2017	12:09:00	0.50625
B	E04B-0620	19/09/2017	12:47:00	0.532638889
B	E04B-0623	19/09/2017	13:20:00	0.555555556
B	E04B-0627	19/09/2017	14:11:00	0.590972222
B	E04B-0628	19/09/2017	14:42:00	0.6125
B	E04B-0631	20/09/2017	9:11:00	0.382638889
B	E04B-0634	20/09/2017	9:57:00	0.414583333
B	E04B-0636	20/09/2017	10:46:00	0.448611111
B	E04B-0640	20/09/2017	11:20:00	0.472222222
B	E04B-0642	20/09/2017	11:52:00	0.494444444
B	E04B-0646	20/09/2017	12:24:00	0.516666667
B	E04B-0648	20/09/2017	12:57:00	0.539583333
B	E04B-0652	20/09/2017	13:44:00	0.572222222
B	E04B-0656	20/09/2017	14:30:00	0.604166667
B	E04B-0660	20/09/2017	15:20:00	0.638888889
B	E04B-0664	20/09/2017	16:38:00	0.693055556
B	E04B-0666	21/09/2017	6:42:00	0.279166667
B	E04B-0667	21/09/2017	7:13:00	0.300694444
B	E04B-0668	21/09/2017	7:52:00	0.327777778
B	E04B-0669	21/09/2017	8:52:00	0.369444444
B	E04B-0672	21/09/2017	9:26:00	0.393055556
B	E04B-0674	21/09/2017	10:01:00	0.417361111
B	E04B-0677	21/09/2017	10:34:00	0.440277778
B	E04B-0680	21/09/2017	11:06:00	0.4625
B	E04B-0683	21/09/2017	11:54:00	0.495833333
B	E04B-0685	21/09/2017	12:31:00	0.521527778
B	E04B-0688	21/09/2017	13:06:00	0.545833333
B	E04B-0691	21/09/2017	13:45:00	0.572916667
B	E04B-0694	21/09/2017	14:27:00	0.602083333
B	E04B-0696	21/09/2017	15:06:00	0.629166667
B	E04B-0697	21/09/2017	15:45:00	0.65625
B	E04B-0698	21/09/2017	17:20:00	0.722222222
B	E04B-0699	22/09/2017	6:41:00	0.278472222
B	E04B-0700	22/09/2017	7:27:00	0.310416667
B	E04B-0701	22/09/2017	8:37:00	0.359027778
B	E04B-0703	22/09/2017	9:20:00	0.388888889
B	E04B-0706	22/09/2017	10:00:00	0.416666667
B	E04B-0708	22/09/2017	10:42:00	0.445833333
B	E04B-0711	22/09/2017	11:24:00	0.475
B	E04B-0714	22/09/2017	12:20:00	0.513888889
B	E04B-0716	22/09/2017	12:51:00	0.535416667
B	E04B-0719	22/09/2017	13:32:00	0.563888889
B	E04B-0721	22/09/2017	14:14:00	0.593055556
B	E04B-0723	22/09/2017	14:55:00	0.621527778
B	E04B-0726	22/09/2017	15:40:00	0.652777778
B	E04B-0728	22/09/2017	16:37:00	0.692361111
B	E04B-0730	22/09/2017	17:53:00	0.745138889
B	E04B-0731	23/09/2017	7:26:00	0.309722222
B	E04B-0732	23/09/2017	8:55:00	0.371527778
B	E04B-0735	23/09/2017	9:37:00	0.400694444
B	E04B-0737	23/09/2017	10:32:00	0.438888889
B	E04B-0739	23/09/2017	11:34:00	0.481944444
B	E04B-0741	23/09/2017	12:23:00	0.515972222
B	E04B-0742	23/09/2017	13:23:00	0.557638889
B	E04B-0744	23/09/2017	14:20:00	0.597222222
B	E04B-0746	23/09/2017	16:07:00	0.671527778
B	E04B-0747	24/09/2017	7:21:00	0.30625
B	E04B-0748	24/09/2017	9:27:00	0.39375
B	E04B-0749	24/09/2017	10:10:00	0.423611111
B	E04B-0751	24/09/2017	11:10:00	0.465277778
B	E04B-0752	24/09/2017	11:42:00	0.4875
B	E04B-0754	24/09/2017	12:49:00	0.534027778
B	E04B-0755	24/09/2017	13:51:00	0.577083333
B	E04B-0757	24/09/2017	14:55:00	0.621527778
B	E04B-0758	24/09/2017	15:31:00	0.646527778
B	E04B-0759	24/09/2017	16:54:00	0.704166667
B	E04B-0760	25/09/2017	9:34:00	0.398611111
B	E04B-0762	25/09/2017	11:15:00	0.46875
B	E04B-0763	25/09/2017	11:46:00	0.490277778
B	E04B-0764	25/09/2017	12:30:00	0.520833333
B	E04B-0766	25/09/2017	13:57:00	0.58125
B	E04B-0769	25/09/2017	15:01:00	0.625694444
B	E04B-0777	25/09/2017	15:46:00	0.656944444
B	E04B-0779	25/09/2017	16:45:00	0.697916667
B	E04B-0798	26/09/2017	7:31:00	0.313194444
B	E04B-0802	26/09/2017	10:02:00	0.418055556
B	E04B-0804	26/09/2017	10:59:00	0.457638889
B	E04B-0821	26/09/2017	12:45:00	0.53125
B	E04B-0831	26/09/2017	14:00:00	0.583333333
B	E04B-0839	26/09/2017	14:50:00	0.618055556
B	E04B-0856	26/09/2017	15:42:00	0.654166667
B	E04B-0876	26/09/2017	16:30:00	0.6875
B	E04B-0884	27/09/2017	13:26:00	0.559722222
B	E04B-0885	27/09/2017	15:43:00	0.654861111
B	E04B-0886	27/09/2017	17:13:00	0.717361111
B	E04B-0891	30/09/2017	11:20:00	0.472222222
B	E04B-0892	01/10/2017	12:04:00	0.502777778
B	E04B-0897	04/10/2017	13:12:00	0.55
B	E04B-0900	06/10/2017	13:08:00	0.547222222
A	E05-0057	06/08/2017	13:58:00	0.581944444
A	E05-0058	07/08/2017	15:35:00	0.649305556
A	E05-0063	09/08/2017	11:57:00	0.497916667
A	E05-0064	09/08/2017	13:13:00	0.550694444
A	E05-0066	09/08/2017	14:11:00	0.590972222
A	E05-0067	09/08/2017	15:36:00	0.65
A	E05-0069	09/08/2017	16:19:00	0.679861111
A	E05-0070	09/08/2017	17:15:00	0.71875
A	E05-0071	10/08/2017	14:51:00	0.61875
A	E05-0072	11/08/2017	11:26:00	0.476388889
A	E05-0074	11/08/2017	16:32:00	0.688888889
A	E05-0075	12/08/2017	11:47:00	0.490972222
A	E05-0125	19/08/2017	14:23:00	0.599305556
A	E05-0126	19/08/2017	16:38:00	0.693055556
A	E05-0187	24/08/2017	13:43:00	0.571527778
A	E05-0191	24/08/2017	16:20:00	0.680555556
A	E05-0193	25/08/2017	9:19:00	0.388194444
A	E05-0212	30/08/2017	11:05:00	0.461805556
A	E05-0237	01/09/2017	14:57:00	0.622916667
A	E05-0238	02/09/2017	12:24:00	0.516666667
A	E05-0245	04/09/2017	8:43:00	0.363194444
A	E05-0246	04/09/2017	9:59:00	0.415972222
A	E05-0248	04/09/2017	13:17:00	0.553472222
B	E05-249	06/09/2017	8:41:00	0.361805556
B	E05-0277	09/09/2017	11:18:00	0.470833333
B	E05-0294	09/09/2017	12:47:00	0.532638889
A	E06-0004	09/08/2017	15:07:00	0.629861111
A	E06-0007	16/08/2017	12:07:00	0.504861111
A	E06-0013	01/09/2017	13:45:00	0.572916667
A	E06-0014	01/09/2017	14:25:00	0.600694444
A	E06-0015	02/09/2017	17:43:00	0.738194444
A	E06-0016	04/09/2017	13:17:00	0.553472222
A	E06-0017	04/09/2017	14:02:00	0.584722222
B	E06-0018	06/09/2017	12:09:00	0.50625
B	E06-0021	08/09/2017	12:30:00	0.520833333
B	E06-0022	09/09/2017	11:57:00	0.497916667
B	E06-0023	09/09/2017	12:56:00	0.538888889
B	E06-0024	10/09/2017	9:07:00	0.379861111
B	E06-0025	12/09/2017	9:57:00	0.414583333
B	E06-0026	12/09/2017	11:41:00	0.486805556
B	E06-0031	14/09/2017	11:45:00	0.489583333
B	E06-0032	14/09/2017	13:31:00	0.563194444
B	E06-0033	14/09/2017	14:14:00	0.593055556
B	E06-0040	15/09/2017	11:59:00	0.499305556
B	E06-0041	15/09/2017	13:21:00	0.55625
B	E06-0047	16/09/2017	13:33:00	0.564583333
B	E06-0060	20/09/2017	12:09:00	0.50625
B	E06-0061	20/09/2017	13:32:00	0.563888889
B	E06-0062	21/09/2017	8:08:00	0.338888889
B	E06-0063	21/09/2017	9:01:00	0.375694444
B	E06-0094	26/09/2017	13:58:00	0.581944444
B	E06-0097	28/09/2017	14:19:00	0.596527778
A	E07-0045	16/08/2017	11:55:00	0.496527778
A	E07-0046	16/08/2017	13:34:00	0.565277778
A	E07-0047	18/08/2017	13:50:00	0.576388889
A	E07-0048	19/08/2017	7:53:00	0.328472222
A	E07-0050	19/08/2017	15:15:00	0.635416667
A	E07-0053	27/08/2017	16:16:00	0.677777778
A	E07-0058	30/08/2017	11:27:00	0.477083333
A	E07-0059	30/08/2017	12:14:00	0.509722222
A	E07-0060	30/08/2017	13:50:00	0.576388889
A	E07-0061	01/09/2017	12:50:00	0.534722222
A	E07-0063	02/09/2017	8:59:00	0.374305556
A	E07-0064	02/09/2017	13:03:00	0.54375
A	E07-0066	02/09/2017	16:20:00	0.680555556
A	E07-0068	03/09/2017	7:14:00	0.301388889
A	E07-0069	03/09/2017	11:08:00	0.463888889
A	E07-0070	03/09/2017	12:43:00	0.529861111
A	E07-0072	03/09/2017	15:35:00	0.649305556
A	E07-0074	03/09/2017	16:09:00	0.672916667
A	E07-0075	03/09/2017	17:48:00	0.741666667
A	E07-0076	04/09/2017	7:12:00	0.3
A	E07-0078	04/09/2017	8:10:00	0.340277778
A	E07-0080	04/09/2017	9:48:00	0.408333333
A	E07-0081	04/09/2017	10:19:00	0.429861111
A	E07-0083	04/09/2017	11:16:00	0.469444444
A	E07-0086	04/09/2017	12:00:00	0.5
A	E07-0088	04/09/2017	12:46:00	0.531944444
A	E07-0090	04/09/2017	13:17:00	0.553472222
A	E07-0092	04/09/2017	14:02:00	0.584722222
A	E07-0094	04/09/2017	14:40:00	0.611111111
A	E07-0096	04/09/2017	15:36:00	0.65
A	E07-0097	04/09/2017	16:08:00	0.672222222
A	E07-0098	04/09/2017	16:46:00	0.698611111
A	E07-0099	04/09/2017	17:41:00	0.736805556
A	E07-0101	05/09/2017	8:15:00	0.34375
A	E07-0103	05/09/2017	10:26:00	0.434722222
A	E07-0104	05/09/2017	13:08:00	0.547222222
A	E07-0105	05/09/2017	16:40:00	0.694444444
A	E07-0106	05/09/2017	17:31:00	0.729861111
B	E07-0107	06/09/2017	7:05:00	0.295138889
B	E07-0109	06/09/2017	10:14:00	0.426388889
B	E07-0110	06/09/2017	11:14:00	0.468055556
B	E07-0112	06/09/2017	11:58:00	0.498611111
B	E07-0114	06/09/2017	12:50:00	0.534722222
B	E07-0116	06/09/2017	13:45:00	0.572916667
B	E07-0118	06/09/2017	14:33:00	0.60625
B	E07-0119	06/09/2017	15:18:00	0.6375
B	E07-0120	06/09/2017	15:57:00	0.664583333
B	E07-0122	06/09/2017	16:48:00	0.7
B	E07-0124	07/09/2017	7:12:00	0.3
B	E07-0125	07/09/2017	7:46:00	0.323611111
B	E07-0126	07/09/2017	10:32:00	0.438888889
B	E07-0127	07/09/2017	11:38:00	0.484722222
B	E07-0128	07/09/2017	12:44:00	0.530555556
B	E07-0130	07/09/2017	14:51:00	0.61875
B	E07-0131	07/09/2017	16:19:00	0.679861111
B	E07-0132	08/09/2017	7:08:00	0.297222222
B	E07-0133	08/09/2017	9:11:00	0.382638889
B	E07-0134	08/09/2017	10:38:00	0.443055556
B	E07-0135	08/09/2017	11:17:00	0.470138889
B	E07-0136	08/09/2017	12:02:00	0.501388889
B	E07-0138	08/09/2017	13:12:00	0.55
B	E07-0140	08/09/2017	13:50:00	0.576388889
B	E07-0141	08/09/2017	14:35:00	0.607638889
B	E07-0142	08/09/2017	15:06:00	0.629166667
B	E07-0143	08/09/2017	16:33:00	0.689583333
B	E07-0144	08/09/2017	17:39:00	0.735416667
B	E07-0145	09/09/2017	6:59:00	0.290972222
B	E07-0147	09/09/2017	8:20:00	0.347222222
B	E07-0148	09/09/2017	9:44:00	0.405555556
B	E07-0149	09/09/2017	10:34:00	0.440277778
B	E07-0151	09/09/2017	11:17:00	0.470138889
B	E07-0154	09/09/2017	11:57:00	0.497916667
B	E07-0156	09/09/2017	12:35:00	0.524305556
B	E07-0159	09/09/2017	13:29:00	0.561805556
B	E07-0161	09/09/2017	14:26:00	0.601388889
B	E07-0163	09/09/2017	15:20:00	0.638888889
B	E07-0165	09/09/2017	16:01:00	0.667361111
B	E07-0166	09/09/2017	16:41:00	0.695138889
B	E07-0167	09/09/2017	17:24:00	0.725
B	E07-0168	10/09/2017	6:59:00	0.290972222
B	E07-0170	10/09/2017	9:29:00	0.395138889
B	E07-0171	10/09/2017	10:17:00	0.428472222
B	E07-0173	10/09/2017	11:13:00	0.467361111
B	E07-0175	10/09/2017	11:44:00	0.488888889
B	E07-0177	10/09/2017	12:48:00	0.533333333
B	E07-0179	10/09/2017	13:34:00	0.565277778
B	E07-0180	10/09/2017	14:19:00	0.596527778
B	E07-0182	10/09/2017	15:19:00	0.638194444
B	E07-0183	10/09/2017	16:24:00	0.683333333
B	E07-0184	11/09/2017	7:00:00	0.291666667
B	E07-0185	11/09/2017	10:55:00	0.454861111
B	E07-0186	11/09/2017	12:31:00	0.521527778
B	E07-0187	11/09/2017	13:30:00	0.5625
B	E07-0188	11/09/2017	14:22:00	0.598611111
B	E07-0190	11/09/2017	15:26:00	0.643055556
B	E07-0192	11/09/2017	16:21:00	0.68125
B	E07-0194	11/09/2017	17:07:00	0.713194444
B	E07-0196	11/09/2017	18:03:00	0.752083333
B	E07-0197	12/09/2017	6:53:00	0.286805556
B	E07-0199	12/09/2017	7:40:00	0.319444444
B	E07-0201	12/09/2017	9:57:00	0.414583333
B	E07-0203	12/09/2017	10:45:00	0.447916667
B	E07-0205	12/09/2017	11:21:00	0.472916667
B	E07-0208	12/09/2017	11:55:00	0.496527778
B	E07-0212	12/09/2017	12:47:00	0.532638889
B	E07-0214	12/09/2017	13:18:00	0.554166667
B	E07-0216	12/09/2017	13:50:00	0.576388889
B	E07-0218	12/09/2017	14:29:00	0.603472222
B	E07-0220	12/09/2017	15:15:00	0.635416667
B	E07-0221	12/09/2017	15:46:00	0.656944444
B	E07-0223	12/09/2017	16:45:00	0.697916667
B	E07-0224	12/09/2017	17:27:00	0.727083333
B	E07-0225	13/09/2017	7:00:00	0.291666667
B	E07-0226	13/09/2017	9:58:00	0.415277778
B	E07-0227	13/09/2017	11:21:00	0.472916667
B	E07-0228	13/09/2017	13:08:00	0.547222222
B	E07-0229	14/09/2017	6:43:00	0.279861111
B	E07-0230	14/09/2017	8:10:00	0.340277778
B	E07-0232	14/09/2017	10:27:00	0.435416667
B	E07-0233	14/09/2017	11:03:00	0.460416667
B	E07-0234	14/09/2017	12:35:00	0.524305556
B	E07-0235	14/09/2017	13:06:00	0.545833333
B	E07-0237	15/09/2017	7:09:00	0.297916667
B	E07-0239	15/09/2017	15:17:00	0.636805556
B	E07-0240	16/09/2017	9:28:00	0.394444444
B	E07-0241	16/09/2017	10:59:00	0.457638889
B	E07-0242	16/09/2017	11:49:00	0.492361111
B	E07-0243	16/09/2017	12:37:00	0.525694444
B	E07-0245	16/09/2017	13:21:00	0.55625
B	E07-0246	16/09/2017	14:14:00	0.593055556
B	E07-0247	16/09/2017	14:53:00	0.620138889
B	E07-0248	16/09/2017	15:31:00	0.646527778
B	E07-0249	16/09/2017	16:25:00	0.684027778
B	E07-0250	16/09/2017	17:41:00	0.736805556
B	E07-0251	17/09/2017	6:59:00	0.290972222
B	E07-0252	17/09/2017	8:14:00	0.343055556
B	E07-0253	17/09/2017	9:40:00	0.402777778
B	E07-0254	17/09/2017	10:28:00	0.436111111
B	E07-0256	17/09/2017	11:05:00	0.461805556
B	E07-0258	17/09/2017	11:47:00	0.490972222
B	E07-0259	17/09/2017	12:23:00	0.515972222
B	E07-0260	17/09/2017	12:54:00	0.5375
B	E07-0263	17/09/2017	13:40:00	0.569444444
B	E07-0264	17/09/2017	14:16:00	0.594444444
B	E07-0266	17/09/2017	15:12:00	0.633333333
B	E07-0269	17/09/2017	16:03:00	0.66875
B	E07-0271	17/09/2017	17:12:00	0.716666667
B	E07-0272	17/09/2017	17:53:00	0.745138889
B	E07-0273	18/09/2017	6:52:00	0.286111111
B	E07-0274	18/09/2017	9:08:00	0.380555556
B	E07-0275	18/09/2017	10:38:00	0.443055556
B	E07-0277	18/09/2017	11:37:00	0.484027778
B	E07-0279	18/09/2017	12:20:00	0.513888889
B	E07-0281	18/09/2017	13:12:00	0.55
B	E07-0283	18/09/2017	14:02:00	0.584722222
B	E07-0285	18/09/2017	14:39:00	0.610416667
B	E07-0286	18/09/2017	15:18:00	0.6375
B	E07-0287	18/09/2017	16:02:00	0.668055556
B	E07-0288	18/09/2017	16:34:00	0.690277778
B	E07-0289	18/09/2017	17:05:00	0.711805556
B	E07-0290	18/09/2017	17:43:00	0.738194444
B	E07-0291	19/09/2017	7:01:00	0.292361111
B	E07-0292	19/09/2017	8:29:00	0.353472222
B	E07-0293	19/09/2017	9:02:00	0.376388889
B	E07-0294	19/09/2017	10:13:00	0.425694444
B	E07-0295	19/09/2017	11:40:00	0.486111111
B	E07-0297	19/09/2017	12:25:00	0.517361111
B	E07-0299	19/09/2017	13:09:00	0.547916667
B	E07-0301	19/09/2017	14:03:00	0.585416667
B	E07-0302	19/09/2017	14:37:00	0.609027778
B	E07-0304	19/09/2017	15:58:00	0.665277778
B	E07-0305	20/09/2017	8:27:00	0.352083333
B	E07-0306	20/09/2017	10:37:00	0.442361111
B	E07-0307	20/09/2017	11:22:00	0.473611111
B	E07-0308	20/09/2017	12:00:00	0.5
B	E07-0310	20/09/2017	12:53:00	0.536805556
B	E07-0311	20/09/2017	13:45:00	0.572916667
B	E07-0314	20/09/2017	14:38:00	0.609722222
B	E07-0315	20/09/2017	15:21:00	0.639583333
B	E07-0316	20/09/2017	16:36:00	0.691666667
B	E07-0318	20/09/2017	17:40:00	0.736111111
B	E07-0319	21/09/2017	9:26:00	0.393055556
B	E07-0320	21/09/2017	10:41:00	0.445138889
B	E07-0321	21/09/2017	12:09:00	0.50625
B	E07-0322	21/09/2017	14:05:00	0.586805556
B	E07-0324	22/09/2017	11:19:00	0.471527778
B	E07-0325	22/09/2017	13:20:00	0.555555556
B	E07-0326	22/09/2017	14:33:00	0.60625
B	E07-0328	23/09/2017	10:51:00	0.452083333
B	E07-0330	23/09/2017	15:27:00	0.64375
B	E07-0331	24/09/2017	11:50:00	0.493055556
B	E07-0333	24/09/2017	12:37:00	0.525694444
B	E07-0335	24/09/2017	13:20:00	0.555555556
B	E07-0336	24/09/2017	13:53:00	0.578472222
B	E07-0337	24/09/2017	14:42:00	0.6125
B	E07-0339	24/09/2017	16:23:00	0.682638889
B	E07-0340	24/09/2017	16:56:00	0.705555556
B	E07-0341	25/09/2017	6:34:00	0.273611111
B	E07-0342	25/09/2017	11:17:00	0.470138889
B	E07-0343	25/09/2017	11:52:00	0.494444444
B	E07-0346	25/09/2017	12:46:00	0.531944444
B	E07-0347	25/09/2017	13:19:00	0.554861111
B	E07-0350	25/09/2017	16:02:00	0.668055556
B	E07-0352	25/09/2017	17:42:00	0.7375
B	E07-0353	25/09/2017	18:16:00	0.761111111
B	E07-0354	26/09/2017	7:35:00	0.315972222
B	E07-0355	26/09/2017	8:22:00	0.348611111
B	E07-0357	26/09/2017	11:14:00	0.468055556
B	E07-0358	26/09/2017	12:00:00	0.5
B	E07-0360	26/09/2017	13:00:00	0.541666667
B	E07-0361	26/09/2017	13:32:00	0.563888889
B	E07-0363	26/09/2017	14:29:00	0.603472222
B	E07-0365	26/09/2017	15:24:00	0.641666667
B	E07-0367	26/09/2017	16:29:00	0.686805556
B	E07-0368	26/09/2017	17:14:00	0.718055556
B	E07-0369	26/09/2017	18:07:00	0.754861111
B	E07-0370	27/09/2017	12:36:00	0.525
B	E07-0371	27/09/2017	13:14:00	0.551388889
B	E07-0372	27/09/2017	13:45:00	0.572916667
B	E07-0373	27/09/2017	14:26:00	0.601388889
B	E07-0375	27/09/2017	15:31:00	0.646527778
B	E07-0376	27/09/2017	16:33:00	0.689583333
B	E07-0377	27/09/2017	17:04:00	0.711111111
B	E07-0379	28/09/2017	12:32:00	0.522222222
B	E07-0380	28/09/2017	13:41:00	0.570138889
B	E07-0381	28/09/2017	14:53:00	0.620138889
B	E07-0382	28/09/2017	15:53:00	0.661805556
B	E07-0383	28/09/2017	16:28:00	0.686111111
B	E07-0384	29/09/2017	8:03:00	0.335416667
B	E07-0387	29/09/2017	15:16:00	0.636111111
B	E07-0389	30/09/2017	7:12:00	0.3
B	E07-0390	30/09/2017	8:50:00	0.368055556
B	E07-0391	30/09/2017	11:10:00	0.465277778
B	E07-0392	30/09/2017	11:48:00	0.491666667
B	E07-0393	30/09/2017	13:18:00	0.554166667
B	E07-0395	30/09/2017	14:23:00	0.599305556
B	E07-0397	30/09/2017	15:47:00	0.657638889
B	E07-0398	30/09/2017	16:22:00	0.681944444
