Condition	Video	Date	Photo.Time	Time_2
B	N11B-0582	10/09/2017	11:28:00	0.477777778
B	N11B-0588	10/09/2017	12:04:00	0.502777778
B	N11B-0599	10/09/2017	13:57:00	0.58125
B	N11B-0600	10/09/2017	15:09:00	0.63125
B	N11B-0601	10/09/2017	15:40:00	0.652777778
B	N11B-0602	11/09/2017	8:43:00	0.363194444
B	N11B-0603	11/09/2017	11:31:00	0.479861111
B	N11B-0605	11/09/2017	15:21:00	0.639583333
B	N11B-0609	11/09/2017	16:23:00	0.682638889
B	N11B-0615	11/09/2017	17:30:00	0.729166667
B	N11B-0616	12/09/2017	6:47:00	0.282638889
B	N11B-0618	12/09/2017	10:34:00	0.440277778
B	N11B-0620	12/09/2017	11:27:00	0.477083333
B	N11B-0627	12/09/2017	12:48:00	0.533333333
B	N11B-0641	12/09/2017	16:41:00	0.695138889
B	N11B-0643	13/09/2017	7:11:00	0.299305556
B	N11B-0644	13/09/2017	8:34:00	0.356944444
B	N11B-0645	13/09/2017	9:07:00	0.379861111
B	N11B-0646	13/09/2017	15:24:00	0.641666667
B	N11B-0649	14/09/2017	6:51:00	0.285416667
B	N11B-0651	14/09/2017	7:32:00	0.313888889
B	N11B-0652	14/09/2017	8:30:00	0.354166667
B	N11B-0658	14/09/2017	11:15:00	0.46875
B	N11B-0670	14/09/2017	12:23:00	0.515972222
B	N11B-0679	14/09/2017	13:13:00	0.550694444
B	N11B-0692	14/09/2017	14:21:00	0.597916667
B	N11B-0695	14/09/2017	15:02:00	0.626388889
B	N11B-0712	14/09/2017	16:46:00	0.698611111
B	N11B-0717	14/09/2017	17:23:00	0.724305556
B	N11B-0718	14/09/2017	17:57:00	0.747916667
B	N11B-0719	15/09/2017	7:05:00	0.295138889
B	N11B-0725	15/09/2017	10:34:00	0.440277778
B	N11B-0736	15/09/2017	11:22:00	0.473611111
B	N11B-0743	15/09/2017	11:55:00	0.496527778
B	N11B-0755	15/09/2017	12:49:00	0.534027778
B	N11B-0764	15/09/2017	13:22:00	0.556944444
B	N11B-0773	15/09/2017	14:00:00	0.583333333
B	N11B-0779	15/09/2017	14:52:00	0.619444444
B	N11B-0782	15/09/2017	15:46:00	0.656944444
B	N11B-0786	15/09/2017	16:58:00	0.706944444
B	N11B-0792	15/09/2017	17:42:00	0.7375
B	N11B-0794	16/09/2017	7:10:00	0.298611111
B	N11B-0795	16/09/2017	9:02:00	0.376388889
B	N11B-0796	16/09/2017	9:42:00	0.404166667
B	N11B-0799	16/09/2017	10:33:00	0.439583333
B	N11B-0801	16/09/2017	11:14:00	0.468055556
B	N11B-0807	16/09/2017	12:03:00	0.502083333
B	N11B-0814	16/09/2017	12:39:00	0.527083333
B	N11B-0818	16/09/2017	13:27:00	0.560416667
B	N11B-0826	16/09/2017	14:17:00	0.595138889
B	N11B-0829	16/09/2017	14:52:00	0.619444444
B	N11B-0834	16/09/2017	15:55:00	0.663194444
B	N11B-0840	16/09/2017	17:09:00	0.714583333
B	N11B-0841	16/09/2017	18:01:00	0.750694444
B	N11B-0843	17/09/2017	6:55:00	0.288194444
B	N11B-0845	17/09/2017	8:48:00	0.366666667
B	N11B-0846	17/09/2017	10:36:00	0.441666667
B	N11B-0849	17/09/2017	11:25:00	0.475694444
B	N11B-0871	17/09/2017	12:46:00	0.531944444
B	N11B-0879	17/09/2017	13:27:00	0.560416667
B	N11B-0883	17/09/2017	14:28:00	0.602777778
B	N11B-0886	17/09/2017	15:10:00	0.631944444
A	N12-0007	06/08/2017	9:20:00	0.388888889
A	N12-0009	06/08/2017	10:41:00	0.445138889
A	N12-0010	06/08/2017	11:34:00	0.481944444
A	N12-0011	06/08/2017	12:59:00	0.540972222
A	N12-0012	06/08/2017	13:56:00	0.580555556
A	N12-0014	06/08/2017	14:55:00	0.621527778
A	N12-0016	06/08/2017	15:29:00	0.645138889
A	N12-0017	06/08/2017	16:03:00	0.66875
A	N12-0021	07/08/2017	8:58:00	0.373611111
A	N12-0022	07/08/2017	9:30:00	0.395833333
A	N12-0023	07/08/2017	10:25:00	0.434027778
A	N12-0025	08/08/2017	15:44:00	0.655555556
A	N12-0032	09/08/2017	14:15:00	0.59375
A	N12-0034	09/08/2017	16:57:00	0.70625
A	N12-0036	11/08/2017	14:04:00	0.586111111
A	N12-0040	13/08/2017	16:45:00	0.697916667
A	N12-0041	16/08/2017	15:46:00	0.656944444
A	N12-0043	18/08/2017	7:29:00	0.311805556
A	N12-0080	24/08/2017	12:57:00	0.539583333
A	N12-0081	24/08/2017	14:45:00	0.614583333
A	N12-0082	24/08/2017	16:00:00	0.666666667
A	N12-0083	25/08/2017	13:34:00	0.565277778
A	N12-0090	05/09/2017	7:11:00	0.299305556
A	N13-0004	06/08/2017	11:10:00	0.465277778
A	N13-0005	06/08/2017	12:18:00	0.5125
A	N13-0006	06/08/2017	16:27:00	0.685416667
A	N13-0008	07/08/2017	15:24:00	0.641666667
A	N13-0009	07/08/2017	17:48:00	0.741666667
A	N13-0010	08/08/2017	8:13:00	0.342361111
A	N13-0012	08/08/2017	8:59:00	0.374305556
A	N13-0013	08/08/2017	10:08:00	0.422222222
A	N13-0014	08/08/2017	10:48:00	0.45
A	N13-0016	09/08/2017	15:19:00	0.638194444
A	N13-0019	11/08/2017	8:07:00	0.338194444
A	N13-0020	12/08/2017	17:15:00	0.71875
A	N13-0021	18/08/2017	13:24:00	0.558333333
A	N13-0022	19/08/2017	8:15:00	0.34375
A	N13-0023	19/08/2017	12:55:00	0.538194444
A	N13-0024	20/08/2017	8:58:00	0.373611111
A	N13-0025	20/08/2017	11:45:00	0.489583333
A	N13-0027	20/08/2017	13:32:00	0.563888889
A	N13-0033	21/08/2017	9:10:00	0.381944444
A	N13-0034	21/08/2017	13:59:00	0.582638889
A	N13-0037	22/08/2017	16:48:00	0.7
A	N13-0043	23/08/2017	8:46:00	0.365277778
A	N13-0053	30/08/2017	13:27:00	0.560416667
B	N13-0059	06/09/2017	17:03:00	0.710416667
B	N13-0061	08/09/2017	18:01:00	0.750694444
B	N13-0062	09/09/2017	7:18:00	0.304166667
B	N13-0079	15/09/2017	12:49:00	0.534027778
B	N13-0130	25/09/2017	13:41:00	0.570138889
B	N13-0166	30/09/2017	14:44:00	0.613888889
A	N14-0007	25/08/2017	14:16:00	0.594444444
B	N15-0289	18/09/2017	7:40:00	0.319444444
B	N15-0302	23/09/2017	11:47:00	0.490972222
B	N15-0305	24/09/2017	12:16:00	0.511111111
B	N16-0076	14/09/2017	10:12:00	0.425
B	N16-0080	14/09/2017	15:34:00	0.648611111
B	N16-0099	24/09/2017	11:52:00	0.494444444
B	N17-0063	26/09/2017	15:49:00	0.659027778
A	N19-0028	06/08/2017	8:45:00	0.364583333
A	N19-0029	06/08/2017	11:41:00	0.486805556
A	N19-0031	06/08/2017	13:01:00	0.542361111
A	N19-0032	06/08/2017	16:10:00	0.673611111
A	N19-0036	08/08/2017	10:52:00	0.452777778
A	N19-0056	09/08/2017	14:15:00	0.59375
A	N19-0088	11/08/2017	15:24:00	0.641666667
A	N19-0092	11/08/2017	16:33:00	0.689583333
A	N19-0093	11/08/2017	17:41:00	0.736805556
A	N19-0100	12/08/2017	13:04:00	0.544444444
A	N19-0101	12/08/2017	13:39:00	0.56875
A	N19-0104	12/08/2017	15:37:00	0.650694444
A	N19-0153	13/08/2017	15:35:00	0.649305556
A	N19-0156	13/08/2017	16:49:00	0.700694444
A	N19-0165	14/08/2017	11:39:00	0.485416667
A	N19-0188	14/08/2017	12:56:00	0.538888889
A	N19-0196	14/08/2017	15:35:00	0.649305556
A	N19-0201	14/08/2017	16:43:00	0.696527778
A	N19-0202	15/08/2017	7:26:00	0.309722222
A	N19-0204	15/08/2017	10:56:00	0.455555556
A	N19-0207	15/08/2017	11:36:00	0.483333333
A	N19-0210	15/08/2017	12:57:00	0.539583333
A	N19-0213	15/08/2017	15:17:00	0.636805556
A	N19-0214	15/08/2017	15:57:00	0.664583333
A	N19-0215	15/08/2017	16:50:00	0.701388889
A	N19-0216	15/08/2017	17:35:00	0.732638889
A	N19-0217	16/08/2017	12:07:00	0.504861111
A	N19-0220	16/08/2017	14:41:00	0.611805556
A	N19-0222	18/08/2017	10:50:00	0.451388889
A	N19-0232	18/08/2017	11:57:00	0.497916667
A	N19-0310	19/08/2017	9:37:00	0.400694444
A	N19-0399	22/08/2017	11:31:00	0.479861111
A	N19-0455	22/08/2017	14:35:00	0.607638889
A	N19-0470	22/08/2017	15:15:00	0.635416667
A	N19-0581	23/08/2017	7:43:00	0.321527778
A	N19-0667	24/08/2017	7:11:00	0.299305556
A	N19-0670	24/08/2017	7:44:00	0.322222222
A	N19-0682	24/08/2017	12:57:00	0.539583333
A	N19-0690	24/08/2017	13:41:00	0.570138889
A	N19-0713	24/08/2017	14:26:00	0.601388889
A	N19B-0004	30/08/2017	12:44:00	0.530555556
A	N19B-0005	30/08/2017	13:26:00	0.559722222
A	N19B-0008	30/08/2017	14:51:00	0.61875
A	N19B-0009	30/08/2017	17:53:00	0.745138889
A	N19B-0010	01/09/2017	11:49:00	0.492361111
A	N19B-0016	02/09/2017	10:14:00	0.426388889
A	N19B-0018	02/09/2017	10:47:00	0.449305556
A	N19B-0030	02/09/2017	13:15:00	0.552083333
A	N19B-0036	02/09/2017	16:18:00	0.679166667
A	N19B-0037	03/09/2017	11:49:00	0.492361111
A	N19B-0038	03/09/2017	12:31:00	0.521527778
A	N19B-0043	03/09/2017	13:23:00	0.557638889
A	N19B-0046	03/09/2017	14:03:00	0.585416667
A	N19B-0052	03/09/2017	15:07:00	0.629861111
A	N19B-0054	03/09/2017	15:59:00	0.665972222
A	N19B-0056	03/09/2017	17:53:00	0.745138889
A	N19B-0057	04/09/2017	10:04:00	0.419444444
A	N19B-0059	04/09/2017	10:49:00	0.450694444
A	N19B-0063	04/09/2017	11:40:00	0.486111111
A	N19B-0070	04/09/2017	12:14:00	0.509722222
A	N19B-0075	04/09/2017	13:05:00	0.545138889
A	N19B-0081	04/09/2017	14:58:00	0.623611111
A	N19B-0084	04/09/2017	17:13:00	0.717361111
A	N19B-0085	05/09/2017	7:08:00	0.297222222
B	N19B-0088	06/09/2017	11:33:00	0.48125
B	N19B-0095	06/09/2017	12:50:00	0.534722222
B	N19B-0097	06/09/2017	13:39:00	0.56875
B	N19B-0099	06/09/2017	14:16:00	0.594444444
B	N19B-0100	06/09/2017	15:10:00	0.631944444
B	N19B-0101	06/09/2017	16:29:00	0.686805556
B	N19B-0102	06/09/2017	17:25:00	0.725694444
B	N19B-0103	07/09/2017	10:20:00	0.430555556
B	N19B-0105	07/09/2017	11:25:00	0.475694444
B	N19B-0107	07/09/2017	12:28:00	0.519444444
B	N19B-0109	07/09/2017	13:43:00	0.571527778
B	N19B-0110	07/09/2017	14:39:00	0.610416667
B	N19B-0112	07/09/2017	15:51:00	0.660416667
B	N19B-0114	08/09/2017	12:05:00	0.503472222
B	N19B-0115	08/09/2017	13:26:00	0.559722222
B	N19B-0116	08/09/2017	14:34:00	0.606944444
B	N19B-0117	08/09/2017	16:15:00	0.677083333
B	N19B-0119	09/09/2017	9:58:00	0.415277778
B	N19B-0121	09/09/2017	10:55:00	0.454861111
B	N19B-0129	09/09/2017	11:49:00	0.492361111
B	N19B-0143	09/09/2017	12:27:00	0.51875
B	N19B-0151	09/09/2017	13:24:00	0.558333333
B	N19B-0159	09/09/2017	14:22:00	0.598611111
B	N19B-0175	10/09/2017	10:36:00	0.441666667
B	N19B-0176	10/09/2017	11:15:00	0.46875
B	N19B-0177	11/09/2017	14:26:00	0.601388889
B	N19B-0179	11/09/2017	15:31:00	0.646527778
B	N19B-0181	12/09/2017	10:03:00	0.41875
B	N19B-0183	12/09/2017	10:56:00	0.455555556
B	N19B-0190	12/09/2017	11:34:00	0.481944444
B	N19B-0197	12/09/2017	12:06:00	0.504166667
B	N19B-0202	12/09/2017	12:45:00	0.53125
B	N19B-0211	12/09/2017	13:49:00	0.575694444
B	N19B-0224	14/09/2017	10:52:00	0.452777778
B	N19B-0232	14/09/2017	11:53:00	0.495138889
B	N19B-0244	14/09/2017	13:19:00	0.554861111
B	N19B-0257	14/09/2017	15:01:00	0.625694444
B	N19B-0265	15/09/2017	10:15:00	0.427083333
B	N19B-0266	15/09/2017	10:50:00	0.451388889
B	N19B-0273	15/09/2017	11:30:00	0.479166667
B	N19B-0282	15/09/2017	12:20:00	0.513888889
B	N19B-0311	16/09/2017	11:06:00	0.4625
B	N19B-0318	16/09/2017	11:40:00	0.486111111
B	N19B-0324	16/09/2017	12:40:00	0.527777778
B	N19B-0342	17/09/2017	10:28:00	0.436111111
B	N19B-0345	17/09/2017	11:04:00	0.461111111
B	N19B-0356	18/09/2017	12:01:00	0.500694444
B	N19B-0359	18/09/2017	13:56:00	0.580555556
B	N19B-0365	18/09/2017	18:03:00	0.752083333
B	N19B-0368	19/09/2017	6:48:00	0.283333333
B	N19B-0369	19/09/2017	10:48:00	0.45
B	N19B-0372	19/09/2017	11:45:00	0.489583333
B	N19B-0375	19/09/2017	13:20:00	0.555555556
B	N19B-0376	20/09/2017	9:48:00	0.408333333
B	N19B-0377	20/09/2017	10:25:00	0.434027778
B	N19B-0378	20/09/2017	11:45:00	0.489583333
B	N19B-0381	20/09/2017	13:24:00	0.558333333
B	N19B-0384	20/09/2017	15:00:00	0.625
B	N19B-0392	20/09/2017	16:29:00	0.686805556
B	N19B-0394	20/09/2017	17:48:00	0.741666667
B	N19B-0395	21/09/2017	9:38:00	0.401388889
B	N19B-0397	21/09/2017	10:17:00	0.428472222
B	N19B-0399	21/06/2017	10:51:00	0.452083333
B	N19B-0401	21/09/2017	11:36:00	0.483333333
B	N19B-0402	21/09/2017	12:36:00	0.525
B	N19B-0403	21/09/2017	13:34:00	0.565277778
B	N19B-0406	21/09/2017	15:08:00	0.630555556
B	N19B-0407	21/09/2017	17:06:00	0.7125
B	N19B-0411	22/09/2017	12:00:00	0.5
B	N19B-0425	22/09/2017	15:43:00	0.654861111
B	N19B-0427	22/09/2017	17:01:00	0.709027778
B	N19B-0429	23/09/2017	10:02:00	0.418055556
B	N19B-0430	23/09/2017	10:50:00	0.451388889
B	N19B-0437	24/09/2017	10:47:00	0.449305556
B	N19B-0461	24/09/2017	11:57:00	0.497916667
B	N19B-0467	24/09/2017	12:40:00	0.527777778
B	N19B-0474	24/09/2017	13:14:00	0.551388889
B	N19B-0498	25/09/2017	11:12:00	0.466666667
B	N19B-0509	25/09/2017	13:03:00	0.54375
B	N19B-0546	26/09/2017	10:23:00	0.432638889
B	N19B-0554	26/09/2017	11:24:00	0.475
B	N19B-0615	27/09/2017	9:43:00	0.404861111
B	N19B-0616	27/09/2017	10:56:00	0.455555556
B	N19B-0618	27/09/2017	11:41:00	0.486805556
B	N19B-0701	05/10/2017	14:30:00	0.604166667
B	N19B-0708	06/10/2017	11:24:00	0.475
B	N19B-0724	06/10/2017	14:01:00	0.584027778
B	N19B-0729	06/10/2017	14:59:00	0.624305556
B	N19B-0730	06/10/2017	16:25:00	0.684027778
B	N19B-0800	09/10/2017	11:06:00	0.4625
B	N19B-0805	09/10/2017	11:54:00	0.495833333
B	N19B-0812	09/10/2017	13:03:00	0.54375
B	N19B-0827	09/10/2017	15:06:00	0.629166667
A	N20-0003	12/08/2017	8:24:00	0.35
A	N20-0011	23/08/2017	7:35:00	0.315972222
A	N20-0030	25/08/2017	11:52:00	0.494444444
B	N20-0033	06/09/2017	7:36:00	0.316666667
